item_number,location_no,size_id,value,loc_width,loc_depth,loc_height,case_width,case_length,case_height
100221,D0513-2-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,9.1,17.3,3.8
100221,D0711-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,9.1,17.3,3.8
45849,E0506-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.4,10.9,6.2
45849,F0623-3-1,140463,[New]A1(RSB10),40.00,48.00,60.00,15.4,10.9,6.2
107280,F0419-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.1,17.5,7.9
107280,E0306-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.1,17.5,7.9
95353,D0807-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,8.8,12.4,10.1
95353,D0811-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,8.8,12.4,10.1
95353,C0616-1-1,33150,[New]E3(RSB1),20.00,30.00,20.00,8.8,12.4,10.1
95353,D0420-2-2,140463,[New]A1(RSB10),40.00,48.00,60.00,8.8,12.4,10.1
9019,D0207-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,20.0,12.0
104926,E0217-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.0,10.9,11.5
104926,F0218-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,16.0,10.9,11.5
106286,E0511-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.1,21.0,9.3
106286,F0308-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,16.1,21.0,9.3
98451,E0520-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.9,8.3,3.7
98451,F0619-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,15.9,8.3,3.7
85611,E0922-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.8,15.5,12.0
73934,D0314-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,20.0,12.0
73934,D0421-2-2,140463,[New]A1(RSB10),40.00,48.00,60.00,12.0,20.0,12.0
51318,F0603-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.1,18.8,8.1
51318,E0911-3-1,140483,[New]C3b(RSB1),45.00,30.00,18.00,14.1,18.8,8.1
15186,D0806-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.2,14.8,5.9
15186,D0717-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.2,14.8,5.9
15186,C0811-2-5,140382,[New]H1(RSB1),15.00,30.00,12.00,12.2,14.8,5.9
90252,F0603-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.8,12.5,6.3
90252,F1610-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.8,12.5,6.3
90252,E1603-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.8,12.5,6.3
90252,E0706-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.8,12.5,6.3
104495,E0906-2-1,140483,[New]C3b(RSB1),45.00,30.00,18.00,20.6,13.5,7.9
96547,C1020-1-4,140212,[New]B1(RSB1),20.00,48.00,48.00,0.0,0.0,0.0
22407,C0522-1-1,140160,[New]CF1(RSB1),15.00,96.00,18.00,13.9,9.4,11.0
22407,C0520-3-3,140160,[New]CF1(RSB1),15.00,96.00,18.00,13.9,9.4,11.0
22407,D0515-3-2,140526,[New]Y2(RSB2),40.00,96.00,48.00,13.9,9.4,11.0
22407,D0511-4-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,13.9,9.4,11.0
101555,F0312-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,17.4,11.7,6.1
101555,E0413-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,17.4,11.7,6.1
101555,F0318-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.4,11.7,6.1
102465,E0404-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,17.3,11.7,4.9
102465,F0218-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.3,11.7,4.9
2196095,C0817-3-5,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
11654,D1019-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,13.0,25.6,9.8
11654,D0205-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,13.0,25.6,9.8
11654,C0708-1-4,140212,[New]B1(RSB1),20.00,48.00,48.00,13.0,25.6,9.8
97082,E1006-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,20.8,12.7,6.3
97082,F1108-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,20.8,12.7,6.3
48388,D0624-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.5,8.3,10.2
48388,C0512-1-3,140160,[New]CF1(RSB1),15.00,96.00,18.00,12.5,8.3,10.2
48388,D0512-2-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,12.5,8.3,10.2
100379,E0515-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,17.8,12.9,5.1
106272,D0709-2-2,140403,[New]A2(RSB10),40.00,48.00,48.00,9.8,16.1,4.0
106272,C0711-2-2,140382,[New]H1(RSB1),15.00,30.00,12.00,9.8,16.1,4.0
9010,D0107-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,20.0,12.0
9010,D0214-1-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.0,20.0,12.0
92146,E0517-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,16.2,9.2,9.2
92146,F1007-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.2,9.2,9.2
22623,E0216-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.0,12.4,10.2
22623,F0416-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,12.0,12.4,10.2
26489,F0907-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,13.6,9.2,6.5
26489,E0918-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.6,9.2,6.5
26489,E0411-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.6,9.2,6.5
26489,F1002-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,13.6,9.2,6.5
26489,F1202-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,13.6,9.2,6.5
26489,F1103-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,13.6,9.2,6.5
100510,F1505-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.6,11.8,5.9
100510,F0505-4-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.6,11.8,5.9
100510,E1511-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.6,11.8,5.9
102124,F0615-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,19.8,13.6,4.7
102124,E1303-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,19.8,13.6,4.7
103710,E0404-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,19.5,19.8,4.8
103710,E0406-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.5,19.8,4.8
103710,F0103-5-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,19.5,19.8,4.8
106909,F1511-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,13.9,14.5,8.6
106909,E0511-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.9,14.5,8.6
106909,F0511-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,13.9,14.5,8.6
106909,E1612-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,13.9,14.5,8.6
91550,F0129-2-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,14.2,12.0,5.3
91550,E0607-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.2,12.0,5.3
91714,E0203-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,4.2,15.5,11.9
91714,F0110-4-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,4.2,15.5,11.9
93277,E0820-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.1,7.5,11.0
93277,F0917-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,13.1,7.5,11.0
93277,F0619-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,13.1,7.5,11.0
93277,F0921-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,13.1,7.5,11.0
96634,F0207-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,11.3,10.6
96634,F1306-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.1,11.3,10.6
96634,E0715-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.1,11.3,10.6
103259,F1308-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,16.6,11.2,8.0
103259,E0702-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.6,11.2,8.0
105827,E0218-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,8.7,13.0,12.2
105827,F0922-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,8.7,13.0,12.2
105827,E0710-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,8.7,13.0,12.2
2343,F1603-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,18.5,13.1,9.8
2343,E0406-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.5,13.1,9.8
2343,E0803-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,18.5,13.1,9.8
2343,F0610-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.5,13.1,9.8
25656,F0422-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,11.7,15.4,8.4
25656,F0402-4-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,11.7,15.4,8.4
25656,E0713-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,11.7,15.4,8.4
25656,E0712-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,11.7,15.4,8.4
435,D1006-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,11.9,12.0,9.2
435,C0907-1-1,140221,[New]A2(RSB1),40.00,48.00,48.00,11.9,12.0,9.2
435,C0713-1-2,33150,[New]E3(RSB1),20.00,30.00,20.00,11.9,12.0,9.2
89442,E0421-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,11.0,22.2,9.5
89442,E0218-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,11.0,22.2,9.5
89442,F0727-2-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,11.0,22.2,9.5
104701,F0618-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,15.0,21.7,8.6
104701,E0406-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.0,21.7,8.6
105558,E1208-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,24.5,15.4,9.3
105558,F0608-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,24.5,15.4,9.3
105558,F0415-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,24.5,15.4,9.3
105558,F0904-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,24.5,15.4,9.3
105558,F0505-4-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,24.5,15.4,9.3
12435,E0917-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.6,10.1,7.2
12435,F0916-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,13.6,10.1,7.2
34586,E1012-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.8,18.6,8.3
34586,E1207-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.8,18.6,8.3
34586,F1202-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,12.8,18.6,8.3
104336,F0114-4-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.4,23.0,6.4
104336,E0519-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.4,23.0,6.4
104336,E0716-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.4,23.0,6.4
270,D0618-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,17.4,9.7,5.4
270,C0520-2-6,140160,[New]CF1(RSB1),15.00,96.00,18.00,17.4,9.7,5.4
62974,F0101-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.4,22.4,12.6
62974,E0306-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.4,22.4,12.6
100106,F0202-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,19.1,13.6,7.9
100106,F0611-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,19.1,13.6,7.9
100106,E0508-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,19.1,13.6,7.9
100106,E0515-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.1,13.6,7.9
100106,E0302-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.1,13.6,7.9
95272,C0915-1-2,140212,[New]B1(RSB1),20.00,48.00,48.00,14.4,23.0,13.4
15519,F1508-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,19.0,12.9,8.8
15519,E1209-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.0,12.9,8.8
7542,C1011-1-1,140221,[New]A2(RSB1),40.00,48.00,48.00,12.8,12.6,10.5
7542,D1004-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,12.8,12.6,10.5
96709,E0420-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,7.7,18.2,22.9
96709,F0420-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,7.7,18.2,22.9
16186,C0517-3-2,140160,[New]CF1(RSB1),15.00,96.00,18.00,23.7,15.9,5.4
1538872,D0405-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0420-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0422-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0401-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0402-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0419-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0403-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0401-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0402-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0408-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0411-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0420-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0407-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
1538872,D0419-4-1,140463,[New]A1(RSB10),40.00,48.00,60.00,48.0,96.0,48.0
102153,F0102-1-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,18.4,15.9,11.9
102153,F0722-2-1,140463,[New]A1(RSB10),40.00,48.00,60.00,18.4,15.9,11.9
102153,E0603-1-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.4,15.9,11.9
106641,F0313-5-2,140403,[New]A2(RSB10),40.00,48.00,48.00,19.2,13.2,14.7
106641,E0318-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,19.2,13.2,14.7
106641,F0102-1-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,19.2,13.2,14.7
25206,F1605-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,17.6,10.1,7.5
25206,F0927-2-2,140512,[New]A3(RSB5),40.00,48.00,42.00,17.6,10.1,7.5
25206,F0925-2-2,140512,[New]A3(RSB5),40.00,48.00,42.00,17.6,10.1,7.5
25206,F0826-2-2,140512,[New]A3(RSB5),40.00,48.00,42.00,17.6,10.1,7.5
25206,F0926-2-2,140512,[New]A3(RSB5),40.00,48.00,42.00,17.6,10.1,7.5
25206,F0927-2-1,140512,[New]A3(RSB5),40.00,48.00,42.00,17.6,10.1,7.5
25206,F0926-2-1,140512,[New]A3(RSB5),40.00,48.00,42.00,17.6,10.1,7.5
25206,F0925-2-1,140512,[New]A3(RSB5),40.00,48.00,42.00,17.6,10.1,7.5
25206,F0827-2-1,140512,[New]A3(RSB5),40.00,48.00,42.00,17.6,10.1,7.5
106751,F0120-3-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,12.0,9.4,7.9
79836,C0711-4-3,140382,[New]H1(RSB1),15.00,30.00,12.00,8.3,15.4,6.7
83673,C9914-2-4,140538,[New]T-12(RSB1),17.00,21.00,20.00,12.0,20.0,12.0
83673,C9914-3-3,140538,[New]T-12(RSB1),17.00,21.00,20.00,12.0,20.0,12.0
85870,E0316-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,12.8,20.2,8.4
85870,F0507-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,12.8,20.2,8.4
85870,F0909-5-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,12.8,20.2,8.4
11880,F0313-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,20.6,11.2,7.4
11880,E0308-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,20.6,11.2,7.4
11880,F0107-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,20.6,11.2,7.4
11880,F1203-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,20.6,11.2,7.4
11880,F1105-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,20.6,11.2,7.4
11880,E1511-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,20.6,11.2,7.4
93235,F0115-4-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.4,11.7,7.5
93235,E0615-1-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.4,11.7,7.5
107656,F0305-5-2,140403,[New]A2(RSB10),40.00,48.00,48.00,13.9,18.7,12.6
107656,F0411-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,13.9,18.7,12.6
107656,E0605-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,13.9,18.7,12.6
107717,F1604-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,14.5,17.4,8.3
107717,E0521-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,14.5,17.4,8.3
11524,E0406-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.4,12.8,7.3
11524,E0304-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.4,12.8,7.3
2138134,C0720-4-5,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
100852,D0305-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,0.0,0.0,0.0
100852,C0415-1-3,140212,[New]B1(RSB1),20.00,48.00,48.00,0.0,0.0,0.0
106342,F0529-2-2,140564,[New]DC Stk RSB5,1.00,1.00,1.00,15.8,6.0,7.2
106342,E1602-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.8,6.0,7.2
71296,C0606-3-4,33150,[New]E3(RSB1),20.00,30.00,20.00,12.6,19.7,9.6
101652,E0608-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.8,11.9,6.3
103725,C0507-3-1,140160,[New]CF1(RSB1),15.00,96.00,18.00,0.0,0.0,0.0
103725,D0506-4-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,0.0,0.0,0.0
105763,F0904-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,13.0,19.2,7.0
105763,E0710-3-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,13.0,19.2,7.0
2148695,C0715-1-1,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
102070,D0809-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,9.1,5.9,10.3
102070,C0810-3-6,140382,[New]H1(RSB1),15.00,30.00,12.00,9.1,5.9,10.3
102070,D1006-4-2,140463,[New]A1(RSB10),40.00,48.00,60.00,9.1,5.9,10.3
2197711,C0715-1-3,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
100359,D0923-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,9.4,15.2,4.8
100359,C0810-1-6,140382,[New]H1(RSB1),15.00,30.00,12.00,9.4,15.2,4.8
100359,D0518-3-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,9.4,15.2,4.8
104522,F0314-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,12.1,15.6,7.8
104522,E1007-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,12.1,15.6,7.8
12742,E1606-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,23.3,11.6,7.9
63114,D0315-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,0.0,0.0,0.0
63114,D0109-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,0.0,0.0,0.0
63114,D0111-1-1,140463,[New]A1(RSB10),40.00,48.00,60.00,0.0,0.0,0.0
90753,F0515-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.8,14.4,8.6
90753,F1104-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,14.8,14.4,8.6
90753,E1505-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,14.8,14.4,8.6
106005,F1110-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,4.9,13.5,8.6
106005,E1212-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,4.9,13.5,8.6
106005,F0908-5-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,4.9,13.5,8.6
2159238,C0715-3-2,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
104767,F0205-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,15.4,11.9,3.8
104767,E1207-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.4,11.9,3.8
104767,F0921-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.4,11.9,3.8
104767,F0226-2-1,140564,[New]DC Stk RSB5,1.00,1.00,1.00,15.4,11.9,3.8
105284,D0813-3-2,140403,[New]A2(RSB10),40.00,48.00,48.00,6.1,9.2,9.5
105284,D0809-2-1,140403,[New]A2(RSB10),40.00,48.00,48.00,6.1,9.2,9.5
105284,C0507-1-1,140160,[New]CF1(RSB1),15.00,96.00,18.00,6.1,9.2,9.5
107808,E1012-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.7,20.5,8.4
83122,F1110-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.1,12.5,8.4
83122,F1113-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,18.1,12.5,8.4
83122,E1306-2-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.1,12.5,8.4
35462,E0408-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,13.1,19.0,7.5
35462,F0405-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,13.1,19.0,7.5
35462,F1609-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,13.1,19.0,7.5
87965,F0205-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,0.0,0.0,0.0
87965,E1308-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,0.0,0.0,0.0
104438,E0217-1-1,140551,[Temp]C3a RSB2,40.00,30.00,18.00,18.5,12.9,9.9
104438,E0608-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,18.5,12.9,9.9
42272,C0512-2-2,140160,[New]CF1(RSB1),15.00,96.00,18.00,12.0,20.0,12.0
30207,E0512-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,17.6,11.0,9.2
30207,F0510-2-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,17.6,11.0,9.2
159,F0920-4-2,140403,[New]A2(RSB10),40.00,48.00,48.00,15.9,15.7,8.3
159,E0918-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.9,15.7,8.3
159,F0101-2-3,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.9,15.7,8.3
104654,C0521-2-4,140160,[New]CF1(RSB1),15.00,96.00,18.00,16.5,14.4,9.2
104654,D0510-3-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,16.5,14.4,9.2
2197710,C0715-3-6,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
107807,E0413-3-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,13.8,20.7,8.9
24937,F0514-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,16.5,12.5,7.6
24937,F0609-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.5,12.5,7.6
24937,E0606-2-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,16.5,12.5,7.6
14845,E1507-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.9,12.4,8.6
85188,E0515-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.9,10.7,7.4
85188,E0815-3-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,16.9,10.7,7.4
85188,F0304-6-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,16.9,10.7,7.4
85201,F1413-4-1,140526,[New]Y2(RSB2),40.00,96.00,48.00,15.2,11.4,7.3
85201,E1313-4-1,140424,[New]D3b(RSB3),45.00,24.00,12.00,15.2,11.4,7.3
104860,E0407-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,12.6,17.0,5.9
105348,F0305-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,15.0,23.6,9.5
105348,F0103-1-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,15.0,23.6,9.5
105348,E0305-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,15.0,23.6,9.5
2131063,C0717-1-3,140382,[New]H1(RSB1),15.00,30.00,12.00,0.0,0.0,0.0
46945,C1003-1-2,140221,[New]A2(RSB1),40.00,48.00,48.00,0.0,0.0,0.0
46945,C0608-1-1,33150,[New]E3(RSB1),20.00,30.00,20.00,0.0,0.0,0.0
46945,D0409-2-2,140463,[New]A1(RSB10),40.00,48.00,60.00,0.0,0.0,0.0
27488,E0315-1-2,140551,[Temp]C3a RSB2,40.00,30.00,18.00,14.3,17.5,7.0
27488,F0101-3-2,140368,[New]C3a(RSB10),40.00,48.00,18.00,14.3,17.5,7.0
103468,F0910-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,19.6,13.0,11.4
103468,F0907-4-1,140403,[New]A2(RSB10),40.00,48.00,48.00,19.6,13.0,11.4
103468,E0517-2-2,140433,[New]C3b(RSB3),45.00,30.00,18.00,19.6,13.0,11.4
103468,F0203-2-1,140368,[New]C3a(RSB10),40.00,48.00,18.00,19.6,13.0,11.4
103468,F0514-4-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,19.6,13.0,11.4
103468,F1103-2-1,140546,[New]B2a(RSB10),40.00,48.00,30.00,19.6,13.0,11.4
103468,F0618-2-2,140546,[New]B2a(RSB10),40.00,48.00,30.00,19.6,13.0,11.4
105345,E1608-4-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,17.4,14.6,9.1
105345,E1504-3-2,140424,[New]D3b(RSB3),45.00,24.00,12.00,17.4,14.6,9.1
24536,F0721-3-1,140403,[New]A2(RSB10),40.00,48.00,48.00,22.9,16.7,11.5
24536,F0831-3-2,140512,[New]A3(RSB5),40.00,48.00,42.00,22.9,16.7,11.5
24536,E0307-2-1,140433,[New]C3b(RSB3),45.00,30.00,18.00,22.9,16.7,11.5
